WKT,nama,deskripsi
"POLYGON ((106.8509058 -6.2344373, 106.852483 -6.2356424, 106.8526975 -6.2362077, 106.8524722 -6.2370716, 106.8517212 -6.2399619, 106.8527297 -6.2420949, 106.8540172 -6.2420203, 106.8530516 -6.2406338, 106.8529443 -6.239514, 106.8532554 -6.2386181, 106.8536846 -6.2365277, 106.8532984 -6.2347039, 106.8529228 -6.2347892, 106.8527083 -6.2339893, 106.8513135 -6.2341813, 106.8509058 -6.2344373))",tebet,
