WKT,nama,deskripsi
"POLYGON ((106.8230871 -6.1718076, 106.8230013 -6.1740689, 106.8228296 -6.1762023, 106.8228296 -6.1784636, 106.8228296 -6.1800849, 106.8240742 -6.1805969, 106.8283228 -6.1803835, 106.8293957 -6.1803835, 106.8311123 -6.1804262, 106.8309835 -6.1795729, 106.8296961 -6.1785489, 106.8297819 -6.1778236, 106.8299107 -6.1761169, 106.8299107 -6.1751356, 106.8299107 -6.1740689, 106.8293957 -6.1735996, 106.8292669 -6.172277, 106.8288378 -6.1715516, 106.8273787 -6.1715516, 106.8261341 -6.1715516, 106.8245033 -6.1712956, 106.8230871 -6.1718076))",monas,
